GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
pc1-jsilvam,app,Estudiante,10,14,0,0,4,5,3,2,3,2
pc1-jsilvam,app,Oferta,30,14,0,0,5,5,3,2,3,2
pc1-jsilvam,app,App,3,9,0,0,1,3,1,2,1,2
pc1-jsilvam,app,AgenteVirtual,79,84,7,1,11,18,8,7,4,7
pc1-jsilvam,app,Libro,12,52,0,2,4,11,4,5,4,4
pc1-jsilvam,app,Autor,6,9,0,0,2,4,2,1,2,1
